trip_id,route_id,route_name,date,departure_time,scheduled_arrival,actual_arrival,passengers,capacity,trip_status,fare,distance_km,delay_minutes,utilization_rate,revenue,day_of_week,month,peak_hour
T00385,R14,West End - Airport,2025-10-14,17:10,17:46,18:00,39,60,Completed,44.12,19.2,14,0.65,1720.68,Tuesday,2025-10,Peak
T00386,R09,University - Airport,2025-06-18,07:10,07:40,07:51,55,50,Completed,32.44,16.3,11,1.1,1784.2,Wednesday,2025-06,Peak
T00387,R03,Central Station - Industrial Area,2025-03-03,16:30,16:59,17:11,53,60,Completed,36.73,15.8,12,0.8833,1946.69,Monday,2025-03,Off-Peak
T00388,R09,University - Airport,2025-12-15,15:00,15:30,15:38,31,50,Completed,35.36,16.3,8,0.62,1096.16,Monday,2025-12,Off-Peak
T00389,R13,East Park - Medical Hub,2026-03-18,21:10,21:31,21:42,31,60,Completed,26.7,11.5,11,0.5167,827.7,Wednesday,2026-03,Off-Peak
T00390,R02,Central Station - University,2025-01-14,21:00,21:22,21:27,53,50,Completed,27.07,12.2,5,1.06,1434.71,Tuesday,2025-01,Off-Peak
T00391,R14,West End - Airport,2025-06-13,12:50,13:26,13:31,27,50,Completed,43.56,19.2,5,0.54,1176.12,Friday,2025-06,Off-Peak
T00392,R02,Central Station - University,2026-02-24,15:40,16:02,16:10,60,50,Completed,29.11,12.2,8,1.2,1746.6,Tuesday,2026-02,Off-Peak
T00393,R02,Central Station - University,2026-06-04,10:20,10:42,10:49,51,50,Completed,29.18,12.2,7,1.02,1488.18,Thursday,2026-06,Off-Peak
T00394,R06,East Park - Central Station,2025-01-28,08:10,08:28,08:40,46,60,Completed,23.84,9.8,12,0.7667,1096.64,Tuesday,2025-01,Peak
T00395,R03,Central Station - Industrial Area,2026-03-22,13:40,14:09,14:18,40,50,Completed,36.51,15.8,9,0.8,1460.4,Sunday,2026-03,Off-Peak
T00396,R13,East Park - Medical Hub,2025-07-27,16:20,16:41,16:52,19,70,Completed,26.38,11.5,11,0.2714,501.22,Sunday,2025-07,Off-Peak
T00397,R09,University - Airport,2026-04-15,14:30,15:00,15:09,40,60,Completed,37.46,16.3,9,0.6667,1498.4,Wednesday,2026-04,Off-Peak
T00398,R04,North Terminal - City Center,2025-04-14,13:20,13:39,13:41,34,50,Completed,25.97,10.4,2,0.68,882.98,Monday,2025-04,Off-Peak
T00399,R01,Central Station - Airport,2026-03-02,18:10,18:44,18:53,95,50,Completed,41.87,18.5,9,1.9,3977.65,Monday,2026-03,Peak
T00400,R04,North Terminal - City Center,2025-04-11,17:40,17:59,18:11,52,50,Completed,24.88,10.4,12,1.04,1293.76,Friday,2025-04,Peak
T00401,R01,Central Station - Airport,2026-06-25,16:40,17:14,17:19,55,50,Completed,40.38,18.5,5,1.1,2220.9,Thursday,2026-06,Off-Peak
T00402,R14,West End - Airport,2026-06-06,08:40,09:16,09:26,26,60,Completed,44.18,19.2,10,0.4333,1148.68,Saturday,2026-06,Peak
T00403,R05,South Terminal - City Center,2025-04-16,17:20,17:41,17:57,62,50,Completed,29.19,11.7,16,1.24,1809.78,Wednesday,2025-04,Peak
T00404,R04,North Terminal - City Center,2025-10-04,20:00,20:19,20:29,30,60,Completed,26.16,10.4,10,0.5,784.8,Saturday,2025-10,Off-Peak
T00405,R08,City Center - Medical Hub,2025-03-06,08:00,08:16,08:24,67,60,Completed,21.33,8.9,8,1.1167,1429.11,Thursday,2025-03,Peak
T00406,R08,City Center - Medical Hub,2025-07-07,13:20,13:36,13:47,35,60,Completed,23.33,8.9,11,0.5833,816.55,Monday,2025-07,Off-Peak
T00407,R07,West End - Central Station,2025-11-13,22:10,22:35,22:45,26,60,Completed,31.68,13.6,10,0.4333,823.68,Thursday,2025-11,Off-Peak
T00408,R03,Central Station - Industrial Area,2025-05-18,15:20,15:49,16:00,36,60,Completed,33.83,15.8,11,0.6,1217.88,Sunday,2025-05,Off-Peak
T00409,R01,Central Station - Airport,2025-12-09,14:00,14:34,14:35,65,60,Completed,43.25,18.5,1,1.0833,2811.25,Tuesday,2025-12,Off-Peak
T00410,R01,Central Station - Airport,2025-04-15,10:20,10:54,11:02,69,70,Completed,40.33,18.5,8,0.9857,2782.77,Tuesday,2025-04,Off-Peak
T00411,R12,South Terminal - University,2026-06-30,14:40,15:04,15:07,76,60,Completed,29.47,13.1,3,1.2667,2239.72,Tuesday,2026-06,Off-Peak
T00412,R11,North Terminal - University,2026-01-15,13:10,13:37,13:43,29,50,Completed,33.84,14.7,6,0.58,981.36,Thursday,2026-01,Off-Peak
T00413,R03,Central Station - Industrial Area,2025-04-20,09:10,09:39,09:56,47,50,Cancelled,36.79,15.8,17,0.94,0.0,Sunday,2025-04,Peak
T00414,R06,East Park - Central Station,2026-06-29,13:30,13:48,13:53,30,50,Completed,24.74,9.8,5,0.6,742.2,Monday,2026-06,Off-Peak
T00415,R07,West End - Central Station,2025-12-20,10:20,10:45,10:51,22,50,Completed,28.99,13.6,6,0.44,637.78,Saturday,2025-12,Off-Peak
T00416,R06,East Park - Central Station,2025-11-13,16:50,17:08,17:09,40,50,Completed,24.28,9.8,1,0.8,971.2,Thursday,2025-11,Off-Peak
T00417,R14,West End - Airport,2025-09-23,21:50,22:26,22:36,32,50,Completed,41.01,19.2,10,0.64,1312.32,Tuesday,2025-09,Off-Peak
T00418,R14,West End - Airport,2025-03-06,13:50,14:26,14:41,30,60,Completed,43.53,19.2,15,0.5,1305.9,Thursday,2025-03,Off-Peak
T00419,R06,East Park - Central Station,2025-11-29,15:40,15:58,16:13,16,50,Cancelled,23.51,9.8,15,0.32,0.0,Saturday,2025-11,Off-Peak
T00420,R06,East Park - Central Station,2026-05-28,13:50,14:08,14:19,27,50,Completed,20.38,9.8,11,0.54,550.26,Thursday,2026-05,Off-Peak
T00421,R13,East Park - Medical Hub,2025-05-13,10:20,10:41,10:46,28,50,Completed,30.43,11.5,5,0.56,852.04,Tuesday,2025-05,Off-Peak
T00422,R03,Central Station - Industrial Area,2026-06-24,21:30,21:59,22:10,50,60,Completed,33.17,15.8,11,0.8333,1658.5,Wednesday,2026-06,Off-Peak
T00423,R06,East Park - Central Station,2026-06-19,09:30,09:48,09:57,46,60,Completed,23.81,9.8,9,0.7667,1095.26,Friday,2026-06,Peak
T00424,R08,City Center - Medical Hub,2026-05-11,09:20,09:36,09:48,71,70,Completed,21.24,8.9,12,1.0143,1508.04,Monday,2026-05,Peak
T00425,R11,North Terminal - University,2026-01-04,13:50,14:17,14:26,33,60,Completed,33.49,14.7,9,0.55,1105.17,Sunday,2026-01,Off-Peak
T00426,R11,North Terminal - University,2025-04-09,15:20,15:47,15:48,35,50,Completed,31.17,14.7,1,0.7,1090.95,Wednesday,2025-04,Off-Peak
T00427,R02,Central Station - University,2025-11-13,12:20,12:42,12:52,60,50,Completed,29.42,12.2,10,1.2,1765.2,Thursday,2025-11,Off-Peak
T00428,R05,South Terminal - City Center,2025-05-03,10:00,10:21,10:30,26,50,Completed,31.11,11.7,9,0.52,808.86,Saturday,2025-05,Off-Peak
T00429,R14,West End - Airport,2025-11-16,18:30,19:06,19:16,33,50,Completed,43.17,19.2,10,0.66,1424.61,Sunday,2025-11,Peak
T00430,R01,Central Station - Airport,2026-05-10,12:10,12:44,12:44,41,60,Completed,42.25,18.5,0,0.6833,1732.25,Sunday,2026-05,Off-Peak
T00431,R12,South Terminal - University,2026-04-02,10:50,11:14,11:22,64,50,Completed,30.4,13.1,8,1.28,1945.6,Thursday,2026-04,Off-Peak
T00432,R15,City Center - Railway Colony,2026-06-06,12:50,13:04,13:14,23,50,Completed,20.34,7.6,10,0.46,467.82,Saturday,2026-06,Off-Peak
T00433,R01,Central Station - Airport,2026-06-04,11:00,11:34,11:40,60,60,Completed,43.3,18.5,6,1.0,2598.0,Thursday,2026-06,Off-Peak
T00434,R05,South Terminal - City Center,2025-11-11,14:40,15:01,15:07,35,50,Completed,25.54,11.7,6,0.7,893.9,Tuesday,2025-11,Off-Peak
T00435,R12,South Terminal - University,2026-06-26,15:10,15:34,15:43,66,70,Completed,29.02,13.1,9,0.9429,1915.32,Friday,2026-06,Off-Peak
T00436,R13,East Park - Medical Hub,2026-04-24,17:10,17:31,17:39,44,70,Completed,25.93,11.5,8,0.6286,1140.92,Friday,2026-04,Peak
T00437,R03,Central Station - Industrial Area,2025-01-20,11:10,11:39,11:51,50,60,Completed,36.35,15.8,12,0.8333,1817.5,Monday,2025-01,Off-Peak
T00438,R04,North Terminal - City Center,2025-05-10,10:30,10:49,10:55,26,50,Completed,26.3,10.4,6,0.52,683.8,Saturday,2025-05,Off-Peak
T00439,R03,Central Station - Industrial Area,2025-10-20,07:40,08:09,08:23,66,50,Completed,32.49,15.8,14,1.32,2144.34,Monday,2025-10,Peak
T00440,R01,Central Station - Airport,2025-05-12,11:00,11:34,11:42,65,50,Completed,42.52,18.5,8,1.3,2763.8,Monday,2025-05,Off-Peak
T00441,R01,Central Station - Airport,2025-12-22,07:40,08:14,08:31,77,50,Completed,44.18,18.5,17,1.54,3401.86,Monday,2025-12,Peak
T00442,R12,South Terminal - University,2025-02-23,12:50,13:14,13:22,65,50,Completed,29.99,13.1,8,1.3,1949.35,Sunday,2025-02,Off-Peak
T00443,R12,South Terminal - University,2026-01-22,10:00,10:24,10:27,77,50,Completed,30.39,13.1,3,1.54,2340.03,Thursday,2026-01,Off-Peak
T00444,R14,West End - Airport,2025-09-22,14:30,15:06,15:13,27,60,Completed,44.79,19.2,7,0.45,1209.33,Monday,2025-09,Off-Peak
T00445,R13,East Park - Medical Hub,2025-08-03,13:50,14:11,14:16,15,50,Completed,28.3,11.5,5,0.3,424.5,Sunday,2025-08,Off-Peak
T00446,R14,West End - Airport,2026-04-05,09:40,10:16,10:31,26,60,Completed,42.8,19.2,15,0.4333,1112.8,Sunday,2026-04,Peak
T00447,R05,South Terminal - City Center,2026-04-03,13:10,13:31,13:38,33,60,Completed,28.18,11.7,7,0.55,929.94,Friday,2026-04,Off-Peak
T00448,R06,East Park - Central Station,2025-02-12,11:40,11:58,12:05,37,70,Completed,18.85,9.8,7,0.5286,697.45,Wednesday,2025-02,Off-Peak
T00449,R03,Central Station - Industrial Area,2025-10-05,16:50,17:19,17:33,34,60,Completed,36.76,15.8,14,0.5667,1249.84,Sunday,2025-10,Off-Peak
T00450,R12,South Terminal - University,2025-05-10,12:30,12:54,13:05,54,50,Completed,30.54,13.1,11,1.08,1649.16,Saturday,2025-05,Off-Peak
T00451,R09,University - Airport,2025-12-16,10:30,11:00,11:06,35,60,Completed,39.65,16.3,6,0.5833,1387.75,Tuesday,2025-12,Off-Peak
T00452,R05,South Terminal - City Center,2026-06-28,12:30,12:51,13:05,27,60,Completed,30.04,11.7,14,0.45,811.08,Sunday,2026-06,Off-Peak
T00453,R08,City Center - Medical Hub,2025-04-16,11:00,11:16,11:32,29,70,Completed,21.44,8.9,16,0.4143,621.76,Wednesday,2025-04,Off-Peak
T00454,R13,East Park - Medical Hub,2025-01-01,17:40,18:01,18:09,29,60,Completed,29.17,11.5,8,0.4833,845.93,Wednesday,2025-01,Peak
T00455,R01,Central Station - Airport,2026-03-08,21:10,21:44,21:49,53,50,Completed,40.72,18.5,5,1.06,2158.16,Sunday,2026-03,Off-Peak
T00456,R14,West End - Airport,2025-11-02,07:10,07:46,07:55,39,50,Cancelled,43.33,19.2,9,0.78,0.0,Sunday,2025-11,Peak
T00457,R05,South Terminal - City Center,2026-06-11,16:20,16:41,16:54,21,60,Completed,29.49,11.7,13,0.35,619.29,Thursday,2026-06,Off-Peak
T00458,R15,City Center - Railway Colony,2025-02-22,11:30,11:44,11:48,23,70,Completed,19.29,7.6,4,0.3286,443.67,Saturday,2025-02,Off-Peak
T00459,R03,Central Station - Industrial Area,2026-06-04,08:50,09:19,09:30,64,70,Completed,37.17,15.8,11,0.9143,2378.88,Thursday,2026-06,Peak
T00460,R12,South Terminal - University,2025-11-26,07:10,07:34,07:55,82,50,Completed,30.53,13.1,21,1.64,2503.46,Wednesday,2025-11,Peak
T00461,R01,Central Station - Airport,2025-11-21,19:30,20:04,20:19,71,60,Completed,40.89,18.5,15,1.1833,2903.19,Friday,2025-11,Peak
T00462,R04,North Terminal - City Center,2025-04-24,12:10,12:29,12:35,37,60,Completed,24.54,10.4,6,0.6167,907.98,Thursday,2025-04,Off-Peak
T00463,R15,City Center - Railway Colony,2025-05-27,22:40,22:54,23:01,29,60,Completed,18.18,7.6,7,0.4833,527.22,Tuesday,2025-05,Off-Peak
T00464,R13,East Park - Medical Hub,2025-06-15,13:20,13:41,13:41,20,50,Completed,26.41,11.5,0,0.4,528.2,Sunday,2025-06,Off-Peak
T00465,R05,South Terminal - City Center,2026-01-14,10:30,10:51,10:58,37,60,Completed,29.58,11.7,7,0.6167,1094.46,Wednesday,2026-01,Off-Peak
T00466,R07,West End - Central Station,2025-05-19,17:00,17:25,17:37,54,60,Completed,30.32,13.6,12,0.9,1637.28,Monday,2025-05,Peak
T00467,R01,Central Station - Airport,2025-10-26,20:00,20:34,20:37,44,50,Completed,39.98,18.5,3,0.88,1759.12,Sunday,2025-10,Off-Peak
T00468,R03,Central Station - Industrial Area,2025-10-03,18:10,18:39,18:53,68,60,Completed,39.06,15.8,14,1.1333,2656.08,Friday,2025-10,Peak
T00469,R02,Central Station - University,2025-06-27,17:40,18:02,18:21,69,50,Completed,28.45,12.2,19,1.38,1963.05,Friday,2025-06,Peak
T00470,R09,University - Airport,2025-12-20,12:50,13:20,13:33,27,60,Completed,39.04,16.3,13,0.45,1054.08,Saturday,2025-12,Off-Peak
T00471,R10,Industrial Area - Airport,2025-06-03,08:30,09:09,09:28,54,50,Cancelled,49.51,21.1,19,1.08,0.0,Tuesday,2025-06,Peak
T00472,R15,City Center - Railway Colony,2025-07-20,10:20,10:34,10:40,20,50,Completed,19.25,7.6,6,0.4,385.0,Sunday,2025-07,Off-Peak
T00473,R06,East Park - Central Station,2025-04-25,13:40,13:58,14:03,28,50,Completed,25.0,9.8,5,0.56,700.0,Friday,2025-04,Off-Peak
T00474,R10,Industrial Area - Airport,2025-03-09,20:10,20:49,21:00,19,60,Completed,46.61,21.1,11,0.3167,885.59,Sunday,2025-03,Off-Peak
T00475,R03,Central Station - Industrial Area,2026-03-21,16:40,17:09,17:16,31,60,Completed,34.55,15.8,7,0.5167,1071.05,Saturday,2026-03,Off-Peak
T00476,R08,City Center - Medical Hub,2026-03-21,18:20,18:36,18:50,49,60,Completed,22.14,8.9,14,0.8167,1084.86,Saturday,2026-03,Peak
T00477,R14,West End - Airport,2025-11-22,11:40,12:16,12:29,27,50,Completed,46.37,19.2,13,0.54,1251.99,Saturday,2025-11,Off-Peak
T00478,R08,City Center - Medical Hub,2025-12-25,16:30,16:46,17:02,37,50,Completed,19.13,8.9,16,0.74,707.81,Thursday,2025-12,Off-Peak
T00479,R02,Central Station - University,2025-05-25,18:10,18:32,18:38,63,60,Completed,29.62,12.2,6,1.05,1866.06,Sunday,2025-05,Peak
T00480,R15,City Center - Railway Colony,2025-10-02,13:20,13:34,13:45,28,60,Completed,18.34,7.6,11,0.4667,513.52,Thursday,2025-10,Off-Peak
T00481,R06,East Park - Central Station,2026-05-24,13:10,13:28,13:33,18,50,Completed,20.92,9.8,5,0.36,376.56,Sunday,2026-05,Off-Peak
T00482,R07,West End - Central Station,2025-06-28,16:50,17:15,17:28,26,60,Completed,31.46,13.6,13,0.4333,817.96,Saturday,2025-06,Off-Peak
T00483,R02,Central Station - University,2026-04-22,14:30,14:52,15:00,51,50,Completed,27.89,12.2,8,1.02,1422.39,Wednesday,2026-04,Off-Peak
T00484,R15,City Center - Railway Colony,2026-02-18,22:20,22:34,22:42,18,60,Cancelled,17.89,7.6,8,0.3,0.0,Wednesday,2026-02,Off-Peak
T00485,R11,North Terminal - University,2025-06-02,13:50,14:17,14:28,35,50,Completed,33.85,14.7,11,0.7,1184.75,Monday,2025-06,Off-Peak
T00486,R10,Industrial Area - Airport,2025-04-14,10:50,11:29,11:42,30,60,Completed,47.27,21.1,13,0.5,1418.1,Monday,2025-04,Off-Peak
T00487,R02,Central Station - University,2025-03-16,13:50,14:12,14:18,28,70,Completed,25.22,12.2,6,0.4,706.16,Sunday,2025-03,Off-Peak
T00488,R10,Industrial Area - Airport,2025-05-08,11:20,11:59,12:08,37,50,Completed,49.97,21.1,9,0.74,1848.89,Thursday,2025-05,Off-Peak
T00489,R01,Central Station - Airport,2025-12-11,14:10,14:44,14:49,67,60,Completed,44.12,18.5,5,1.1167,2956.04,Thursday,2025-12,Off-Peak
T00490,R08,City Center - Medical Hub,2026-06-15,09:40,09:56,10:08,73,50,Cancelled,24.1,8.9,12,1.46,0.0,Monday,2026-06,Peak
T00491,R01,Central Station - Airport,2025-06-08,20:40,21:14,21:25,41,70,Completed,41.89,18.5,11,0.5857,1717.49,Sunday,2025-06,Off-Peak
T00492,R09,University - Airport,2026-06-22,18:50,19:20,19:37,55,50,Completed,37.45,16.3,17,1.1,2059.75,Monday,2026-06,Peak
T00493,R11,North Terminal - University,2026-03-02,10:00,10:27,10:27,47,60,Completed,35.71,14.7,0,0.7833,1678.37,Monday,2026-03,Off-Peak
T00494,R06,East Park - Central Station,2025-01-23,10:00,10:18,10:30,23,50,Completed,26.21,9.8,12,0.46,602.83,Thursday,2025-01,Off-Peak
T00495,R07,West End - Central Station,2025-02-16,14:20,14:45,14:55,28,50,Completed,33.61,13.6,10,0.56,941.08,Sunday,2025-02,Off-Peak
T00496,R13,East Park - Medical Hub,2026-06-09,17:10,17:31,17:37,38,60,Completed,27.25,11.5,6,0.6333,1035.5,Tuesday,2026-06,Peak
T00497,R10,Industrial Area - Airport,2025-05-24,11:20,11:59,12:02,19,60,Completed,47.68,21.1,3,0.3167,905.92,Saturday,2025-05,Off-Peak
T00498,R07,West End - Central Station,2026-02-23,08:10,08:35,08:46,53,60,Completed,33.12,13.6,11,0.8833,1755.36,Monday,2026-02,Peak
T00499,R10,Industrial Area - Airport,2025-03-26,14:30,15:09,15:18,30,50,Completed,46.77,21.1,9,0.6,1403.1,Wednesday,2025-03,Off-Peak
T00500,R03,Central Station - Industrial Area,2026-02-20,16:00,16:29,16:38,70,60,Completed,36.74,15.8,9,1.1667,2571.8,Friday,2026-02,Off-Peak
T00501,R02,Central Station - University,2026-04-27,11:20,11:42,11:55,46,50,Completed,26.85,12.2,13,0.92,1235.1,Monday,2026-04,Off-Peak
T00502,R09,University - Airport,2026-04-01,17:30,18:00,18:05,53,60,Completed,34.81,16.3,5,0.8833,1844.93,Wednesday,2026-04,Peak
T00503,R08,City Center - Medical Hub,2025-10-24,20:40,20:56,20:59,49,60,Completed,21.0,8.9,3,0.8167,1029.0,Friday,2025-10,Off-Peak
T00504,R13,East Park - Medical Hub,2025-04-22,10:00,10:21,10:23,28,50,Completed,26.52,11.5,2,0.56,742.56,Tuesday,2025-04,Off-Peak
T00505,R12,South Terminal - University,2025-08-18,14:10,14:34,14:46,71,60,Completed,29.87,13.1,12,1.1833,2120.77,Monday,2025-08,Off-Peak
T00506,R10,Industrial Area - Airport,2025-04-06,08:50,09:29,09:45,41,70,Completed,47.33,21.1,16,0.5857,1940.53,Sunday,2025-04,Peak
T00507,R07,West End - Central Station,2026-01-13,11:40,12:05,12:13,23,50,Completed,32.4,13.6,8,0.46,745.2,Tuesday,2026-01,Off-Peak
T00508,R09,University - Airport,2025-06-05,09:40,10:10,10:19,55,50,Completed,37.12,16.3,9,1.1,2041.6,Thursday,2025-06,Peak
T00509,R04,North Terminal - City Center,2026-02-25,13:30,13:49,13:55,37,60,Completed,25.59,10.4,6,0.6167,946.83,Wednesday,2026-02,Off-Peak
T00510,R13,East Park - Medical Hub,2025-04-15,18:20,18:41,18:50,42,60,Completed,27.32,11.5,9,0.7,1147.44,Tuesday,2025-04,Peak
T00511,R04,North Terminal - City Center,2025-11-26,14:50,15:09,15:19,34,50,Completed,25.81,10.4,10,0.68,877.54,Wednesday,2025-11,Off-Peak
T00512,R01,Central Station - Airport,2026-03-15,11:20,11:54,12:09,40,60,Completed,40.4,18.5,15,0.6667,1616.0,Sunday,2026-03,Off-Peak
T00513,R08,City Center - Medical Hub,2025-05-12,07:30,07:46,07:53,79,70,Completed,23.14,8.9,7,1.1286,1828.06,Monday,2025-05,Peak
T00514,R14,West End - Airport,2026-01-17,14:40,15:16,15:23,25,50,Completed,44.11,19.2,7,0.5,1102.75,Saturday,2026-01,Off-Peak
T00515,R14,West End - Airport,2025-05-18,09:00,09:36,09:48,43,70,Completed,42.11,19.2,12,0.6143,1810.73,Sunday,2025-05,Peak
T00516,R12,South Terminal - University,2025-09-27,12:40,13:04,13:04,69,70,Completed,30.71,13.1,0,0.9857,2118.99,Saturday,2025-09,Off-Peak
T00517,R03,Central Station - Industrial Area,2026-01-31,14:30,14:59,15:12,29,60,Completed,35.04,15.8,13,0.4833,1016.16,Saturday,2026-01,Off-Peak
T00518,R07,West End - Central Station,2026-04-09,19:40,20:05,20:16,45,50,Completed,33.65,13.6,11,0.9,1514.25,Thursday,2026-04,Peak
T00519,R15,City Center - Railway Colony,2026-03-26,08:50,09:04,09:17,46,50,Completed,16.32,7.6,13,0.92,750.72,Thursday,2026-03,Peak
T00520,R12,South Terminal - University,2025-11-27,15:40,16:04,16:09,78,60,Completed,29.54,13.1,5,1.3,2304.12,Thursday,2025-11,Off-Peak
T00521,R02,Central Station - University,2025-09-10,07:40,08:02,08:15,58,60,Completed,29.82,12.2,13,0.9667,1729.56,Wednesday,2025-09,Peak
T00522,R02,Central Station - University,2025-10-12,15:40,16:02,16:08,41,60,Completed,29.38,12.2,6,0.6833,1204.58,Sunday,2025-10,Off-Peak
T00523,R07,West End - Central Station,2025-10-01,14:00,14:25,14:32,45,60,Completed,33.19,13.6,7,0.75,1493.55,Wednesday,2025-10,Off-Peak
T00524,R15,City Center - Railway Colony,2025-01-20,18:10,18:24,18:39,38,70,Completed,16.99,7.6,15,0.5429,645.62,Monday,2025-01,Peak
T00525,R06,East Park - Central Station,2025-08-27,14:10,14:28,14:36,45,60,Cancelled,22.07,9.8,8,0.75,0.0,Wednesday,2025-08,Off-Peak
T00526,R03,Central Station - Industrial Area,2025-09-27,12:20,12:49,12:52,30,70,Completed,37.76,15.8,3,0.4286,1132.8,Saturday,2025-09,Off-Peak
T00527,R09,University - Airport,2026-02-22,11:10,11:40,11:47,32,60,Completed,38.66,16.3,7,0.5333,1237.12,Sunday,2026-02,Off-Peak
T00528,R10,Industrial Area - Airport,2025-11-06,09:10,09:49,10:07,49,50,Completed,46.06,21.1,18,0.98,2256.94,Thursday,2025-11,Peak
T00529,R15,City Center - Railway Colony,2025-01-31,14:10,14:24,14:30,27,50,Completed,22.03,7.6,6,0.54,594.81,Friday,2025-01,Off-Peak
T00530,R14,West End - Airport,2025-04-14,19:40,20:16,20:32,45,50,Completed,43.4,19.2,16,0.9,1953.0,Monday,2025-04,Peak
T00531,R13,East Park - Medical Hub,2025-07-05,14:40,15:01,15:14,22,60,Completed,26.61,11.5,13,0.3667,585.42,Saturday,2025-07,Off-Peak
T00532,R06,East Park - Central Station,2025-05-08,16:50,17:08,17:19,36,50,Completed,21.5,9.8,11,0.72,774.0,Thursday,2025-05,Off-Peak
T00533,R10,Industrial Area - Airport,2025-07-29,12:00,12:39,12:50,22,50,Completed,48.21,21.1,11,0.44,1060.62,Tuesday,2025-07,Off-Peak
T00534,R10,Industrial Area - Airport,2026-02-18,13:40,14:19,14:29,24,70,Completed,47.89,21.1,10,0.3429,1149.36,Wednesday,2026-02,Off-Peak
T00535,R06,East Park - Central Station,2025-10-08,12:40,12:58,13:04,32,70,Completed,23.11,9.8,6,0.4571,739.52,Wednesday,2025-10,Off-Peak
T00536,R01,Central Station - Airport,2025-09-10,09:10,09:44,09:55,60,50,Cancelled,41.08,18.5,11,1.2,0.0,Wednesday,2025-09,Peak
T00537,R04,North Terminal - City Center,2025-01-19,13:00,13:19,13:32,28,50,Completed,23.99,10.4,13,0.56,671.72,Sunday,2025-01,Off-Peak
T00538,R10,Industrial Area - Airport,2025-05-16,17:00,17:39,17:55,58,60,Cancelled,45.05,21.1,16,0.9667,0.0,Friday,2025-05,Peak
T00539,R06,East Park - Central Station,2025-08-11,13:10,13:28,13:34,26,50,Completed,25.11,9.8,6,0.52,652.86,Monday,2025-08,Off-Peak
T00540,R15,City Center - Railway Colony,2025-01-03,15:10,15:24,15:30,21,60,Completed,20.9,7.6,6,0.35,438.9,Friday,2025-01,Off-Peak
T00541,R06,East Park - Central Station,2025-08-24,17:00,17:18,17:29,30,60,Completed,19.78,9.8,11,0.5,593.4,Sunday,2025-08,Peak
T00542,R11,North Terminal - University,2026-04-10,12:30,12:57,13:05,45,50,Completed,33.7,14.7,8,0.9,1516.5,Friday,2026-04,Off-Peak
T00543,R12,South Terminal - University,2025-08-16,17:10,17:34,17:44,61,60,Completed,30.82,13.1,10,1.0167,1880.02,Saturday,2025-08,Peak
T00544,R05,South Terminal - City Center,2026-05-14,12:10,12:31,12:33,36,50,Completed,28.68,11.7,2,0.72,1032.48,Thursday,2026-05,Off-Peak
T00545,R01,Central Station - Airport,2026-06-05,11:00,11:34,11:43,45,70,Completed,41.17,18.5,9,0.6429,1852.65,Friday,2026-06,Off-Peak
T00546,R08,City Center - Medical Hub,2025-05-19,11:30,11:46,11:51,38,60,Completed,21.42,8.9,5,0.6333,813.96,Monday,2025-05,Off-Peak
T00547,R05,South Terminal - City Center,2025-10-03,10:50,11:11,11:16,45,70,Completed,27.94,11.7,5,0.6429,1257.3,Friday,2025-10,Off-Peak
T00548,R12,South Terminal - University,2025-10-18,16:30,16:54,16:59,51,50,Completed,30.73,13.1,5,1.02,1567.23,Saturday,2025-10,Off-Peak
T00549,R12,South Terminal - University,2025-02-22,19:20,19:44,19:52,69,50,Completed,31.69,13.1,8,1.38,2186.61,Saturday,2025-02,Peak
T00550,R12,South Terminal - University,2025-04-20,11:30,11:54,12:04,66,50,Completed,28.74,13.1,10,1.32,1896.84,Sunday,2025-04,Off-Peak
T00551,R05,South Terminal - City Center,2025-01-04,09:10,09:31,09:46,50,70,Completed,25.67,11.7,15,0.7143,1283.5,Saturday,2025-01,Peak
T00552,R07,West End - Central Station,2025-02-16,12:40,13:05,13:15,26,60,Completed,30.96,13.6,10,0.4333,804.96,Sunday,2025-02,Off-Peak
T00553,R04,North Terminal - City Center,2025-04-04,15:00,15:19,15:27,28,60,Completed,22.56,10.4,8,0.4667,631.68,Friday,2025-04,Off-Peak
T00554,R06,East Park - Central Station,2025-08-01,12:50,13:08,13:10,28,50,Completed,27.42,9.8,2,0.56,767.76,Friday,2025-08,Off-Peak
T00555,R13,East Park - Medical Hub,2026-03-12,14:10,14:31,14:40,23,50,Completed,25.7,11.5,9,0.46,591.1,Thursday,2026-03,Off-Peak
T00556,R04,North Terminal - City Center,2026-05-23,17:50,18:09,18:28,32,50,Completed,26.27,10.4,19,0.64,840.64,Saturday,2026-05,Peak
T00557,R14,West End - Airport,2025-07-24,13:00,13:36,13:44,27,60,Completed,45.61,19.2,8,0.45,1231.47,Thursday,2025-07,Off-Peak
T00558,R15,City Center - Railway Colony,2026-01-16,22:50,23:04,23:05,24,70,Completed,19.35,7.6,1,0.3429,464.4,Friday,2026-01,Off-Peak
T00559,R03,Central Station - Industrial Area,2025-03-14,12:30,12:59,13:11,51,60,Completed,35.01,15.8,12,0.85,1785.51,Friday,2025-03,Off-Peak
T00560,R07,West End - Central Station,2026-05-31,21:00,21:25,21:25,26,50,Completed,31.79,13.6,0,0.52,826.54,Sunday,2026-05,Off-Peak
T00561,R08,City Center - Medical Hub,2025-03-17,10:10,10:26,10:29,51,60,Completed,19.62,8.9,3,0.85,1000.62,Monday,2025-03,Off-Peak
